247|2055|2012-03-01 00:00:00|2012-05-31 00:00:00|0|Y||2014-09-01 10:11:00|N
248|2055|2011-06-01 00:00:00|2012-02-29 00:00:00|0|Y||2014-09-01 10:11:00|N
249|2056|2013-06-01 00:00:00|9999-12-31 00:00:00|0.14|Y||2013-10-01 10:20:00|N
250|2056|2011-06-01 00:00:00|2013-05-31 00:00:00|0.15|Y||2013-10-01 10:20:00|N
251|2057|2013-06-01 00:00:00|9999-12-31 00:00:00|0|Y||2013-10-01 10:20:00|N
252|2057|2011-06-01 00:00:00|2013-05-31 00:00:00|0|Y||2013-10-01 10:20:00|N
253|2044|2013-03-01 00:00:00|9999-12-31 00:00:00|0.1|Y||2013-12-10 11:44:00|N
254|2045|2013-03-01 00:00:00|9999-12-31 00:00:00|0|Y||2013-12-10 11:44:00|N
255|2046|2013-03-01 00:00:00|9999-12-31 00:00:00|0.12|Y||2014-01-20 12:59:00|N
256|2047|2013-03-01 00:00:00|9999-12-31 00:00:00|0|Y||2014-01-20 12:59:00|N
257|2048|2013-03-01 00:00:00|9999-12-31 00:00:00|0.18|Y||2014-01-20 12:59:00|N
258|2049|2013-03-01 00:00:00|9999-12-31 00:00:00|0|Y||2014-01-20 12:59:00|N
259|2159|2011-01-01 00:00:00|9999-12-31 00:00:00|0.63|Y||2013-06-18 15:30:00|N
260|2161|2011-01-01 00:00:00|9999-12-31 00:00:00|0.74|Y||2013-06-18 15:30:00|N
261|2163|2011-01-01 00:00:00|9999-12-31 00:00:00|0.75|Y||2013-06-18 15:30:00|N
262|2159|2012-01-01 00:00:00|9999-12-31 00:00:00|0.63|N||2013-06-18 15:30:00|N
263|2161|2012-01-01 00:00:00|9999-12-31 00:00:00|0.74|N||2013-06-18 15:30:00|N
264|2163|2012-01-01 00:00:00|9999-12-31 00:00:00|0.75|N||2013-06-18 15:30:00|N
265|2165|2012-01-01 00:00:00|9999-12-31 00:00:00|0.77|Y||2015-10-12 19:07:00|N
266|2034|2013-09-01 00:00:00|9999-12-31 00:00:00|0.18|Y||2013-12-10 11:45:00|N
267|2034|2013-06-01 00:00:00|2013-08-31 00:00:00|0.17|Y||2013-12-10 11:45:00|N
268|2034|2011-06-01 00:00:00|2013-05-31 00:00:00|0.18|Y||2013-12-10 11:45:00|N
269|2035|2013-09-01 00:00:00|9999-12-31 00:00:00|0|Y||2013-12-10 11:45:00|N
270|2035|2013-06-01 00:00:00|2013-08-31 00:00:00|0|Y||2013-12-10 11:45:00|N
271|2035|2011-06-01 00:00:00|2013-05-31 00:00:00|0|Y||2013-12-10 11:45:00|N
272|2036|2013-09-01 00:00:00|9999-12-31 00:00:00|0.26|Y||2013-12-10 11:46:00|N
273|2036|2013-06-01 00:00:00|2013-08-31 00:00:00|0.25|Y||2013-12-10 11:46:00|N
274|2036|2011-06-01 00:00:00|2013-05-31 00:00:00|0.26|Y||2013-12-10 11:46:00|N
275|2037|2013-09-01 00:00:00|9999-12-31 00:00:00|0|Y||2013-12-10 11:46:00|N
276|2037|2013-06-01 00:00:00|2013-08-31 00:00:00|0|Y||2013-12-10 11:46:00|N
277|2037|2011-06-01 00:00:00|2013-05-31 00:00:00|0|Y||2013-12-10 11:46:00|N
278|2056|2013-09-01 00:00:00|9999-12-31 00:00:00|0.15|Y||2013-12-10 11:47:00|N
279|2056|2013-06-01 00:00:00|2013-08-31 00:00:00|0.14|Y||2013-12-10 11:47:00|N
280|2056|2011-06-01 00:00:00|2013-05-31 00:00:00|0.15|Y||2013-12-10 11:47:00|N
281|2057|2013-09-01 00:00:00|9999-12-31 00:00:00|0|Y||2013-12-10 11:47:00|N
282|2057|2013-06-01 00:00:00|2013-08-31 00:00:00|0|Y||2013-12-10 11:47:00|N
283|2057|2011-06-01 00:00:00|2013-05-31 00:00:00|0|Y||2013-12-10 11:47:00|N
