5365|N|Y|CT_REPORT_ENTRY_VIEW|NET_TAX_AMOUNT|N|MONEY|23|Y||||2010-11-13 04:09:00|
5366|N|Y|CT_REPORT_ENTRY_VIEW|NET_ADJUSTED_TAX_AMOUNT|N|MONEY|23|Y||||2010-11-13 04:09:00|
5367|N|Y|CT_REPORT_ENTRY_VIEW|NET_RECLAIM_AMOUNT|N|MONEY|23|Y||||2010-11-13 04:09:00|
5368|N|Y|CT_REPORT_ENTRY_VIEW|NET_RECLAIM_ADJUSTED_AMOUNT|N|MONEY|23|Y||||2010-11-13 04:09:00|
5369|N|Y|CTP_GRID_COLUMN|GC_KEY|N|INTEGER||Y||||2010-12-18 04:20:00|
5370|N|Y|CTP_GRID_COLUMN|COLUMN_ID|N|VARCHAR|64|Y||N||2010-12-18 04:20:00|
5371|N|Y|CTP_GRID_COLUMN|FIELD_KEY|Y|INTEGER||N||||2010-12-18 04:20:00|
5372|N|Y|CTP_GRID_COLUMN|DATA_TYPE|N|VARCHAR|16|N||N||2010-12-18 04:20:00|
5373|N|Y|CTP_GRID_COLUMN|SORTABLE|N|BOOLEANCHAR|1|Y||N||2010-12-18 04:20:00|
5374|N|Y|CTP_GRID_COLUMN_LANG|GC_KEY|Y|INTEGER||Y||||2010-12-18 04:20:00|
5375|N|Y|CTP_GRID_COLUMN_LANG|LANG_CODE|Y|VARCHAR|5|Y||N||2010-12-18 04:20:00|
5376|N|Y|CTP_GRID_COLUMN_LANG|IS_LOCALIZED|N|BOOLEANCHAR|1|Y||N||2010-12-18 04:20:00|
5377|N|Y|CTP_GRID_COLUMN_LANG|NAME|N|VARCHAR|100|Y||Y||2010-12-18 04:20:00|
5378|N|Y|CT_AR_ALLOCATION|ARE_KEY|Y|INTEGER||Y||||2010-12-18 04:20:00|
5379|N|Y|CT_AR_ENTRY|ALLOCATION_STATE|N|CHAR|1|Y||N||2010-12-18 04:20:00|
5380|N|Y|CT_AR_ENTRY|ALLOCATION_VERSION|N|TIMESTAMP||N||||2010-12-18 04:20:00|
5381|N|Y|CT_AR_POLICY|ALLOCATION_SEPARATOR|N|CHAR|1|Y||N||2010-12-18 04:20:00|
5382|N|Y|CT_AR_SEGMENT|IS_SELF_BOOKED|N|BOOLEANCHAR|1|Y||N||2010-12-18 04:20:00|
5383|N|Y|CT_AR_SEGMENT|CLASS_OF_SERVICE|N|VARCHAR|32|N||Y||2010-12-18 04:20:00|
5384|N|Y|CT_AR_SEGMENT|FLIGHT_NUMBER|N|VARCHAR|30|N||N||2010-12-18 04:20:00|
5385|N|Y|CT_AR_SEGMENT|DURATION|N|INTEGER||N||||2010-12-18 04:20:00|
5386|N|Y|CT_AR_SEGMENT|VENDOR_NAME|N|VARCHAR|64|N||Y||2010-12-18 04:20:00|
5387|N|Y|CT_AR_SEGMENT|VEHICLE_TYPE|N|VARCHAR|32|N||Y||2010-12-18 04:20:00|
5388|N|Y|CT_AR_SEGMENT|ITINERARY_LOCATOR|N|BIGINT||N||||2010-12-18 04:20:00|
5389|N|Y|CT_AR_SEGMENT|SEGMENT_LOCATOR|N|BIGINT||N||||2010-12-18 04:20:00|
5390|N|Y|CT_ATTENDEE_TYPE|DATA_SOURCE|N|INTEGER||N||||2010-12-18 04:20:00|
5391|N|Y|CT_AUDIT_RULE|RULE_ID|N|VARCHAR|8|N||N||2010-12-18 04:20:00|
5392|N|Y|CT_AUTHORIZATION_REQUEST|IS_USER_REVIEWED|N|BOOLEANCHAR|1|Y||N||2010-12-18 04:20:00|
5393|N|Y|CT_CREDIT_CARD_ACCOUNT|CARD_TYPE_CODE|Y|CHAR|2|N||N||2010-12-18 04:20:00|
5394|N|Y|CT_CREDIT_CARD_ACCOUNT_LODGE_EXTN|CR_COLUMNS_FORM_KEY|Y|INTEGER||N||||2010-12-18 04:20:00|
5395|N|Y|CT_CREDIT_CARD_ACCOUNT_LODGE_EXTN|CR_REPORT_FORM_KEY|Y|INTEGER||N||||2010-12-18 04:20:00|
5396|N|Y|CT_CREDIT_CARD_ACCOUNT_LODGE_EXTN|CR_POL_KEY|N|INTEGER||N||||2010-12-18 04:20:00|
5397|N|Y|CT_CREDIT_CARD_ACCOUNT_LODGE_EXTN|IS_CR|N|BOOLEANCHAR|1|Y||N||2010-12-18 04:20:00|
