2248|REQ|TRVVSSEG|N|99|Y|N||2017-10-11 06:46:00
2250|EXP|HTLTAX|N|99|Y|N||2017-09-18 11:53:00
2251|EXP|TRVREQ|N|1|Y|N||2017-10-13 11:46:00
2252|REQ|HASCASH|N|1|Y|N||2017-09-21 15:29:00
2253|REQ|CASHADV|N|1|Y|N||2017-09-21 15:31:00
2255|REQ|TEST001|N|1|Y|N||2017-09-25 11:45:00
2256|EXP|CROSSFUN|N|99|Y|N||2017-09-25 13:03:00
2257|EXP|NODMRCPT|N|1|Y|N||2017-09-25 13:17:00
2258|EXP|NEEDREQ|N|1|Y|N||2017-12-20 02:45:00
2259|EXP|TESTCA|N|99|Y|N||2017-09-28 05:21:00
2260|EXP|CAUSECNY|N|99|Y|N||2017-09-28 07:17:00
2261|EXP|PYRLFAIL|N|1|N|Y||2017-09-29 22:37:00
2262|EXP|NONTRVL|N|99|Y|N||2017-10-11 04:18:00
2263|EXP|PTYCASH|N|99|Y|N||2017-10-10 07:02:00
2264|EXP|TRVLEXP|N|99|Y|N||2017-10-10 08:38:00
2265|EXP|DHWHMFLT|N|1|Y|N||2023-06-05 08:07:00
2266|EXP|MGRFLT|N|1|Y|N||2017-10-16 04:01:00
2267|EXP|NOACODNB|N|1|N|Y||2017-10-27 21:40:00
2268|EXP|TRVTYPE|N|1|Y|N||2017-11-08 11:07:00
2269|REQ|SEGEXP|N|99|Y|N||2017-11-28 10:17:00
2270|EXP|ATTACREQ|N|99|Y|N||2017-12-20 02:35:00
2272|EXP|NOTRVEXP|N|99|Y|N||2017-12-22 00:39:00
2273|EXP|RESTRICT|N|99|Y|N||2018-01-22 08:06:00
2274|EXP|NONTRAEP|N|1|Y|N||2018-02-01 05:39:00
2275|EXP|YEARCHEK|N|1|Y|N||2018-03-27 05:01:00
2276|REQ|DORU|N|99|Y|N||2018-10-30 03:15:00
2277|EXP|ECHAPP1|N|1|Y|N||2019-02-20 01:51:00
2278|EXP|ECHAPP2|N|1|Y|N||2019-02-20 01:51:00
2279|REQ|RCHAPP1|N|1|Y|N||2019-02-19 08:40:00
2280|REQ|RCHAPP2|N|1|Y|N||2019-02-19 08:45:00
2281|REQ|RCHAPP3|N|1|Y|N||2019-02-26 08:13:00
2282|REQ|RCHAPP4|N|1|Y|N||2019-02-26 08:15:00
2283|REQ|RCHAPP5|N|1|Y|N||2019-02-26 08:17:00
2284|REQ|RCHAPP6|N|1|Y|N||2019-02-26 08:18:00
2285|EXP|ECHAPP3|N|1|Y|N||2019-02-26 09:02:00
2286|EXP|ECHAPP4|N|1|Y|N||2019-02-26 09:03:00
2287|EXP|ECHAPP5|N|1|Y|N||2019-02-26 09:03:00
2288|EXP|ECHAPP6|N|1|Y|N||2019-02-26 09:04:00
2289|EXP|BUD80|N|1|Y|N||2019-03-21 02:40:00
2290|EXP|BUD100|N|1|Y|N||2019-03-27 07:54:00
2291|EXP|DCFTN|N|99|Y|N||2019-11-12 08:09:00
2292|EXP|EXPOVREQ|N|99|Y|N||2020-09-14 12:52:00
2293|EXP|EXPEOREQ|N|1|Y|N||2020-09-14 13:05:00
2294|EXP|PAYTPEP|N|99|Y|N||2020-10-26 02:38:00
2295|EXP|PAYTPEPC|N|1|Y|N||2020-10-26 02:38:00
2296|EXP|EXPMISCT|N|99|Y|N||2020-10-28 10:12:00
2297|EXP|EXPMISCC|N|1|Y|N||2020-10-23 13:29:00
2298|EXP|EXPMTREQ|N|99|Y|N||2020-09-30 13:45:00
2299|EXP|EXPGREQC|N|1|Y|N||2020-09-30 13:56:00
2300|EXP|EXPOVCA|N|99|Y|N||2020-10-02 13:38:00
2301|EXP|OVER|N|99|Y|N||2020-10-20 05:17:00
2302|EXP|PREPAY06|N|2147483647|N|Y||2021-03-09 22:41:00
2303|EXP|TRLREQ|Y|99|Y|N||2021-07-26 06:32:00
2304|EXP|NTRVREQ|N|99|Y|N||2021-07-26 06:35:00
2306|EXP|LAUNDRY5|N|1|Y|N||2021-10-22 01:39:00
2307|EXP|CN0050|N|1|Y|N||2022-02-21 01:16:00
2308|EXP|CN0020|N|1|Y|N||2022-02-21 01:24:00
2309|EXP|PAYTPEPA|N|99|Y|N||2023-02-22 08:27:00
2310|REQ|DEPTHDBC|N|99|Y|N||2023-06-13 03:00:00
2311|EXP|MTXUNAV|N|1|Y|Y||2023-09-14 22:52:00
2312|PMT|VENCHK|N|1|N|Y||2023-11-16 20:05:00
2313|PMT|VENINV|N|1|N|Y||2023-11-16 20:05:00
2314|PMT|VENPNRWV|N|1|N|Y||2023-11-16 20:05:00
2315|PMT|VENSANC|N|1|N|Y||2023-11-16 20:05:00
2316|PMT|VENNUL|N|1|N|Y||2023-11-16 20:05:00
2317|EXP|PROUNAV|N|1|Y|Y||2023-11-16 20:05:00
2318|PMT|VENSYPEN|N|1|N|Y||2023-12-07 19:22:00
2319|REQ|PROUNAV|N|1|Y|Y||2023-12-07 19:22:00
