6525|4975||2018-06-27 10:08:00
6528|5061||2018-06-28 03:17:00
6531|3871||2018-06-28 04:18:00
6534|5088||2018-06-28 09:26:00
6535|5119||2018-06-28 09:55:00
6536|5083||2018-06-28 11:18:00
6537|4985||2018-06-29 01:48:00
6538|5125||2018-06-29 03:47:00
6539|5090||2018-06-29 03:52:00
6540|5054||2018-06-29 04:01:00
6551|3794||2018-06-29 08:52:00
6552|5033||2018-06-29 09:16:00
6553|4976||2018-06-30 02:16:00
6554|5029||2018-06-30 07:25:00
6556|4958||2018-07-02 02:03:00
6558|5012||2018-07-02 04:35:00
6560|5032||2018-07-02 08:46:00
6566|5107||2018-07-04 03:40:00
6567|5043||2018-07-04 03:46:00
6568|5137||2018-07-04 05:06:00
6569|5024||2018-07-04 05:18:00
6571|5025||2018-07-04 05:49:00
6572|5130||2018-07-04 06:24:00
6579|5063||2018-07-05 04:29:00
6584|5016||2018-07-06 11:17:00
6585|5077||2018-07-06 11:40:00
6586|5098||2018-07-06 11:53:00
6587|5010||2018-07-07 03:29:00
6588|5074||2018-07-07 04:03:00
6591|5042||2018-07-07 09:55:00
6592|5040||2018-07-07 11:02:00
6594|5008||2018-07-09 04:06:00
6596|5108||2018-07-09 06:56:00
6597|4969||2018-07-09 06:58:00
6598|5076||2018-07-09 07:29:00
6599|5179||2018-07-09 08:09:00
6600|5135||2018-07-09 12:11:00
6603|4965||2018-07-10 04:26:00
6604|5075||2018-07-10 06:35:00
6605|5144||2018-07-10 07:21:00
6606|5052||2018-07-10 07:28:00
6607|4963||2018-07-10 07:34:00
6609|5117||2018-07-10 08:15:00
6612|4946||2018-07-10 08:31:00
6614|3872||2018-07-10 08:41:00
6617|5116||2018-07-10 08:55:00
6618|5055||2018-07-10 09:22:00
6619|4897||2018-07-10 09:33:00
6621|5058||2018-07-11 03:04:00
6623|5004||2018-07-11 03:40:00
6625|5118||2018-07-11 04:18:00
6626|5003||2018-07-11 04:22:00
6627|5078||2018-07-11 06:37:00
6628|5081||2018-07-11 06:50:00
6629|5123||2018-07-11 06:55:00
