262|2045|237|138|2348|Y|5||2017-11-07 03:53:00|||N|
263|2033|2|37|2348|Y|1||2017-11-07 03:53:00||262|N|
264|2045|237|141|2348|Y|5||2017-11-07 03:52:00|||N|
265|2033|2|37|2348|Y|1||2017-11-07 03:52:00||264|N|
266|2043|435|100|2381|Y|7||2017-11-22 11:12:00|||N|
267|2045|237|143|2362|Y|5||2017-11-07 03:53:00|||N|
268|2033|2|43|2362|Y|1||2017-11-07 03:53:00||267|N|
269|2045|237|142|2450|Y|2||2017-11-06 02:21:00|||N|
270|2033|2|87|2450|Y|1||2017-11-06 02:21:00||269|N|
271|2045|237|119|2364|Y|4||2017-11-05 07:26:00|||N|
272|2045|237|119|2364|Y|5||2017-11-07 07:00:00|||N|
273|2033|2|67|2364|Y|1||2017-11-07 07:00:00||272|N|
274|2043|435|102|2390|Y|7||2017-12-28 11:08:00|||N|
275|2045|237|145|2357|Y|5||2017-11-07 07:00:00|||N|
276|2033|2|65|2357|Y|1||2017-11-07 07:00:00||275|N|
277|2045|237|146|2396|Y|5||2017-11-09 08:51:00|||N|
278|2045|237|142|2450|Y|5||2017-11-07 03:54:00|||N|
279|2033|2|87|2450|Y|1||2017-11-07 03:54:00||278|N|
280|2045|237|147|2357|Y|5||2017-11-07 06:59:00|||N|
281|2033|2|65|2357|Y|1||2017-11-07 06:59:00||280|N|
282|2045|237|135|2397|Y|5||2017-11-09 08:50:00|||N|
283|2045|237|148|2357|Y|5||2017-11-07 06:59:00|||N|
284|2033|2|65|2357|Y|1||2017-11-07 06:59:00||283|N|
285|2045|237|149|2399|Y|5||2017-11-06 06:14:00|||N|
286|2033|2|5|2399|Y|1||2017-11-06 06:14:00||285|N|
287|2045|237|150|2413|Y|5||2017-11-09 08:50:00|||N|
288|2045|237|151|2413|Y|4||2017-11-07 01:27:00|||N|
289|2045|237|152|2413|Y|5||2017-11-08 04:32:00|||N|
290|2045|237|153|2406|Y|5||2017-11-06 04:56:00|||N|
291|2033|2|21|2406|Y|1||2017-11-06 04:56:00||290|N|
292|2043|435|97|2380|Y|7||2018-01-03 11:07:00|||N|
293|2045|237|154|2408|Y|5||2017-11-06 06:36:00|||N|
294|2033|2|21|2408|Y|1||2017-11-06 06:36:00||293|N|
296|2045|237|155|2420|Y|5||2017-11-06 07:02:00|||N|
297|2033|2|7|2420|Y|1||2017-11-06 07:02:00||296|N|
298|2043|435|107|2387|Y|7||2017-11-22 11:12:00|||N|
299|2045|237|156|2410|Y|5||2017-11-06 09:59:00|||N|
300|2033|2|21|2410|Y|1||2017-11-06 09:59:00||299|N|
301|2045|237|144|2450|Y|5||2017-11-07 03:54:00|||N|
302|2033|2|87|2450|Y|1||2017-11-07 03:54:00||301|N|
303|2045|237|158|2450|Y|5||2017-11-07 03:54:00|||N|
304|2033|2|87|2450|Y|1||2017-11-07 03:54:00||303|N|
305|2045|237|157|2431|Y|5||2017-11-06 10:33:00|||N|
306|2033|2|11|2431|Y|1||2017-11-06 10:32:00||305|N|
307|2045|243|159|2354|Y|5||2017-11-07 03:53:00|||N|
308|2033|2|41|2354|Y|1||2017-11-07 03:53:00||307|N|
309|2045|243|86|2439|Y|5||2017-11-07 03:29:00|||N|
310|2033|2|17|2439|Y|1||2017-11-07 03:29:00||309|N|
311|2045|243|160|2426|Y|5||2017-11-07 02:19:00|||N|
312|2033|2|13|2426|Y|1||2017-11-07 02:19:00||311|N|
313|2045|243|161|2427|Y|5||2017-11-07 02:23:00|||N|
314|2033|2|13|2427|Y|1||2017-11-07 02:23:00||313|N|
315|2045|243|101|2400|Y|3||2017-11-07 02:24:00|||N|
316|2045|243|162|2403|Y|5||2017-11-07 03:34:00|||N|
317|2033|2|75|2403|Y|1||2017-11-07 03:34:00||316|N|
318|2045|255|163|2337|Y|3||2018-01-18 02:42:00|||N|true
319|2045|255|101|2400|Y|3||2017-11-07 03:24:00|||N|
320|2045|255|88|2437|Y|5||2017-11-07 03:29:00|||N|
321|2033|2|19|2437|Y|1||2017-11-07 03:29:00||320|N|
322|2045|255|105|2435|Y|5||2017-11-09 08:49:00|||N|
323|2045|255|172|2442|Y|3||2017-11-07 03:55:00|||N|
324|2045|255|173|2433|Y|2||2017-11-07 03:58:00|||N|
325|2033|2|11|2433|Y|1||2017-11-07 03:58:00||324|N|
326|2045|264|176|2433|Y|6||2017-11-07 06:21:00|||N|
327|2033|2|11|2433|Y|1||2017-11-07 06:21:00||326|N|
328|2045|264|177|2409|Y|6||2017-11-07 07:32:00|||N|
329|2033|2|21|2409|Y|1||2017-11-07 07:32:00||328|N|
330|2045|264|178|2409|Y|6||2017-11-08 04:33:00|||N|
331|2033|2|21|2409|Y|1||2017-11-07 07:32:00||330|N|
332|2045|264|179|2409|N|6||2017-11-07 07:09:00|||N|
333|2033|2|21|2409|Y|1||2017-11-07 07:09:00||332|N|
334|2045|264|180|2409|Y|6||2017-11-07 07:32:00|||N|
335|2033|2|21|2409|Y|1||2017-11-07 07:32:00||334|N|
336|2045|264|101|2400|Y|6||2017-11-09 08:44:00|||N|
337|2045|264|182|2361|Y|6||2017-11-08 17:35:00|||N|
338|2033|2|71|2361|Y|1||2017-11-08 17:35:00||337|N|
339|2045|264|80|2442|Y|6||2017-11-10 03:28:00|||N|
340|2033|2|15|2442|Y|1||2017-11-10 03:28:00||339|N|
341|2045|264|81|2436|Y|6||2017-11-10 03:28:00|||N|
342|2033|2|15|2436|Y|1||2017-11-10 03:28:00||341|N|
343|2045|264|185|2413|Y|6||2017-11-08 07:35:00|||N|
344|2043|435|110|2379|Y|7||2017-12-28 11:08:00|||N|
346|2043|435|112|2411|Y|7||2017-11-23 11:12:00|||N|
347|2043|435|108|2391|Y|7||2018-01-30 11:08:00|||N|
348|2046|8|50|2400|Y|2||2017-11-22 06:45:00|||N|
349|2045|264|187|2427|Y|6||2017-11-09 10:27:00|||N|
350|2033|2|13|2427|Y|1||2017-11-09 10:27:00||349|N|
351|2043|435|113|2439|Y|3||2017-11-21 04:25:00|||N|
352|2043|435|114|2435|Y|7||2017-11-30 11:11:00|||N|
353|2045|264|184|2402|Y|6||2017-11-13 03:11:00|||N|
354|2045|264|188|2363|Y|6||2017-11-11 07:46:00|||N|
355|2033|2|47|2363|Y|1||2017-11-11 07:46:00||354|N|
356|2045|264|189|2363|Y|6||2017-11-11 07:45:00|||N|
357|2033|2|47|2363|Y|1||2017-11-11 07:45:00||356|N|
358|2045|264|191|2419|Y|6||2017-11-10 07:54:00|||N|
359|2033|2|7|2419|Y|1||2017-11-10 07:54:00||358|N|
360|2045|264|190|2420|Y|6||2017-11-10 07:54:00|||N|
361|2033|2|7|2420|Y|1||2017-11-10 07:54:00||360|N|
362|2045|264|192|2420|Y|6||2017-11-10 07:54:00|||N|
363|2033|2|7|2420|Y|1||2017-11-10 07:54:00||362|N|
364|2043|435|115|2437|Y|7||2017-11-22 11:12:00|||N|
365|2045|264|193|2421|Y|6||2017-11-10 10:22:00|||N|
366|2033|2|7|2421|Y|1||2017-11-10 10:22:00||365|N|
367|2043|435|116|2389|Y|7||2017-11-22 11:12:00|||N|
368|2045|264|186|2354|Y|6||2017-11-11 07:46:00|||N|
369|2033|2|41|2354|Y|1||2017-11-11 07:46:00||368|N|
370|2045|264|197|2352|Y|6||2017-11-11 07:56:00|||N|
371|2045|264|196|2355|Y|6||2017-12-04 18:00:00|||N|
372|2033|2|39|2355|Y|1||2017-12-04 18:00:00||371|N|
