SS|1188||2011-09-24 01:36:00
ZM|1189||2013-01-19 03:40:00
SV|1||2013-04-27 02:22:00
LV|2||2014-01-18 04:19:00
LT|2||2015-01-17 02:46:00
PA|113||2016-01-16 07:51:00
BY|1190||2016-07-09 01:33:00
ST|1191||2018-01-14 01:18:00
MR|1193||2018-06-14 22:17:00
VE|1192||2018-08-17 21:47:00
SL|1195||2022-11-03 06:49:00
HR|2||2022-12-07 20:25:00
