1742|VEND|N|Clickair|Clickair||2011-02-14 11:54:00|N
1743|VEND|N|Club Airways International|Club Airways International||2011-02-14 11:54:00|N
1744|VEND|N|Colgan Air|Colgan Air||2011-02-14 11:54:00|N
1745|VEND|N|Colorado Airways|Colorado Airways||2011-02-14 11:54:00|N
1746|VEND|N|Comair|Comair||2011-02-14 11:54:00|N
1747|VEND|N|Comair (South Africa)|Comair (South Africa)||2011-02-14 11:54:00|N
1748|VEND|N|Comlux|Comlux||2011-02-14 11:54:00|N
4722|1051|Y|CN-CN10-Store China North-CN39|CN39||2017-08-31 06:10:00|N
4723|1051|Y|CN-CN10-Store China South-CN40|CN40||2017-08-31 06:10:00|N
4724|1051|Y|CN-CN10-Store China South-CN41|CN41||2017-08-31 06:10:00|N
4725|1051|Y|CN-CN10-Store China South-CN42|CN42||2017-08-31 06:10:00|N
4726|1051|Y|CN-CN10-Store China South-CN43|CN43||2017-08-31 06:10:00|N
4727|1051|N|CN-CN10-Wholesale|Wholesale||2017-08-31 06:11:00|N
4728|1051|Y|CN-CN10-Wholesale-CN99|CN99||2017-08-31 06:10:00|N
4729|CONF|N|RMLA|RMLA||2018-12-14 01:50:00|N
4730|CONF|N|VMMkt|VMMkt||2017-09-24 05:24:00|N
4731|CONF|N|Store|Store||2017-07-27 15:17:00|N
4732|1008|N|Taxi|Taxi||2017-07-28 06:07:00|N
4733|1052|N|Level1|Level1||2017-07-28 07:19:00|N
